UserId,AttractionId,Rating
584,650,4.0
585,640,5.0
585,824,5.0
585,841,5.0
590,824,5.0
594,640,5.0
595,650,3.0
597,640,5.0
597,824,5.0
603,640,3.0
620,369,2.0
621,748,5.0
621,841,4.0
625,369,1.0
627,481,5.0
627,737,5.0
627,824,5.0
630,650,5.0
633,640,4.0
633,841,4.0
636,640,5.0
637,748,5.0
638,650,4.0
638,737,4.0
640,841,5.0
646,640,4.0
648,673,3.0
649,841,5.0
652,748,4.0
655,737,4.0
655,824,5.0
655,841,4.0
656,640,4.5
656,650,3.0
656,841,4.0
657,369,3.0
657,650,5.0
657,824,5.0
659,888,5.0
664,640,4.0
664,748,4.0
667,640,4.5
667,824,1.0
667,841,5.0
669,640,5.0
678,824,3.0
679,737,5.0
683,1278,5.0
688,369,2.0
689,748,4.0
689,824,4.0
689,1137,2.0
690,481,4.0
691,841,5.0
694,737,5.0
694,824,5.0
694,841,4.0
697,748,4.0
697,824,4.0
698,737,5.0
706,640,4.0
706,650,4.0
708,640,4.0
708,824,5.0
716,369,5.0
716,841,5.0
718,824,4.0
718,1278,5.0
720,841,5.0
724,748,5.0
726,650,5.0
727,640,5.0
727,749,3.0
727,841,4.0
728,640,4.0
733,369,4.0
733,640,4.0
733,824,5.0
733,841,4.0
736,369,5.0
736,841,4.0
739,737,4.0
740,640,5.0
740,748,5.0
740,841,5.0
741,737,5.0
741,748,4.0
741,749,5.0
742,640,5.0
742,749,1.0
743,650,3.0
745,640,4.0
746,481,4.0
747,673,3.0
748,640,4.0
750,737,5.0
752,640,3.0
753,841,5.0
759,749,1.0
761,481,5.0
761,640,4.0
761,737,4.0
761,748,5.0
761,824,5.0
761,1171,4.0
762,748,4.0
766,650,3.0
766,737,5.0
767,640,5.0
767,748,5.0
767,824,5.0
768,824,3.0
770,640,5.0
773,748,5.0
775,737,1.0
776,640,4.0
778,824,4.0
780,481,5.0
780,640,4.0
780,650,5.0
780,841,5.0
781,640,4.0
781,841,5.0
782,841,5.0
793,640,4.0
793,748,5.0
799,841,5.0
800,640,4.0
804,841,4.0
807,369,5.0
807,640,3.0
807,748,5.0
807,841,5.0
810,640,5.0
810,749,4.0
812,888,5.0
817,824,5.0
823,640,3.0
823,748,4.0
824,650,3.0
830,640,5.0
835,640,5.0
835,748,3.0
839,748,5.0
841,841,5.0
842,640,4.0
842,673,3.0
842,748,4.0
843,640,5.0
844,369,5.0
845,640,4.5
845,673,4.0
845,749,1.0
845,824,4.0
849,1171,3.0
850,650,4.0
851,640,3.0
857,737,3.0
858,481,5.0
858,749,5.0
864,673,1.0
865,481,3.0
868,841,2.0
870,748,1.0
873,369,5.0
873,841,5.0
874,481,5.0
877,640,3.0
878,673,4.0
878,841,3.0
880,640,5.0
880,749,3.0
882,673,3.0
885,640,4.0
885,1166,3.5
886,369,5.0
886,737,1.0
888,748,5.0
891,640,1.0
891,673,5.0
891,748,3.0
894,737,5.0
894,824,4.0
894,841,5.0
898,673,5.0
905,841,5.0
907,640,4.0
908,824,5.0
908,841,5.0
918,640,5.0
918,749,3.0
918,841,5.0
919,1171,1.0
920,673,5.0
922,737,5.0
927,737,5.0
927,841,5.0
930,640,5.0
933,369,4.0
940,748,4.0
941,369,3.5
942,673,3.0
945,640,4.0
950,824,5.0
954,640,2.0
956,640,3.5
956,748,5.0
956,824,3.0
960,650,5.0
961,748,5.0
962,640,5.0
966,640,5.0
966,737,4.0
966,748,5.0
970,369,3.0
974,748,4.0
978,650,5.0
978,841,5.0
979,640,4.0
979,748,4.0
979,749,2.0
980,640,5.0
981,640,5.0
981,748,3.0
989,737,4.0
989,841,5.0
990,841,5.0
993,640,3.0
993,749,1.0
993,824,3.0
995,737,5.0
999,640,5.0
1000,650,4.0
1002,369,1.0
1009,369,4.0
1009,737,4.0
1009,824,5.0
1009,1220,4.0
1011,737,4.0
1018,369,2.0
1018,824,3.0
1030,640,5.0
1030,841,5.0
1033,841,5.0
1035,481,3.0
1037,650,3.0
1041,640,5.0
1041,841,4.0
1044,640,5.0
1048,650,5.0
1048,748,5.0
1059,640,4.0
1060,737,4.0
1061,748,4.0
1061,749,4.0
1062,640,4.0
1062,1297,4.0
1064,640,5.0
1065,640,4.0
1068,640,5.0
1068,673,4.0
1068,824,5.0
1074,640,3.0
1074,748,4.0
1079,673,5.0
1083,673,5.0
1083,737,4.0
1083,841,5.0
1086,640,5.0
1086,748,5.0
1088,369,4.0
1088,640,4.0
1088,673,3.5
1088,737,4.0
1088,748,3.0
1088,749,4.0
1088,824,5.0
1088,841,5.0
1089,640,5.0
1094,737,4.0
1095,640,3.0
1097,650,5.0
1099,640,3.0
1101,481,5.0
1102,748,5.0
1103,640,5.0
1103,673,4.0
1103,748,5.0
1105,640,5.0
1107,737,4.0
1114,748,3.0
1114,1297,3.6666666666666665
1115,748,5.0
1116,841,5.0
1117,369,5.0
1119,737,5.0
1122,640,4.0
1122,650,4.0
1124,673,4.0
1127,737,2.0
1132,481,5.0
1132,673,5.0
1137,673,5.0
1148,748,5.0
1150,640,5.0
1151,841,4.0
1152,369,3.0
1152,640,4.0
1152,737,5.0
1152,749,5.0
1157,640,4.0
1161,369,4.0
1163,369,1.0
1169,650,1.0
1170,650,5.0
1171,673,5.0
1171,748,5.0
1175,640,5.0
1180,737,5.0
1188,481,5.0
1190,640,5.0
1196,369,4.0
1202,369,3.0
1205,640,4.0
1205,748,1.0
1206,748,5.0
1208,640,5.0
1208,748,5.0
1210,748,4.0
1212,640,4.0
1212,673,1.0
1214,640,5.0
1214,748,4.0
1215,737,5.0
1215,748,4.0
1215,824,4.0
1216,369,3.3333333333333335
1216,841,4.0
1218,749,3.0
1219,640,5.0
1221,369,3.0
1222,481,5.0
1226,737,4.0
1226,824,4.0
1228,640,5.0
1228,673,5.0
1228,737,5.0
1228,748,5.0
1228,824,5.0
1231,640,5.0
1232,737,4.0
1237,841,5.0
1240,748,4.0
1244,640,5.0
1245,824,4.0
1249,640,4.0
1252,640,5.0
1252,673,4.0
1255,650,4.0
1257,841,4.0
1258,640,4.0
1265,640,3.0
1265,650,2.5
1269,481,5.0
1271,737,3.0
1274,640,1.0
1275,841,5.0
1278,640,5.0
1280,640,4.0
1280,749,5.0
1281,640,5.0
1283,640,5.0
1286,640,4.0
1287,369,2.0
1287,737,4.0
1288,640,5.0
1288,748,4.0
1291,640,5.0
1292,841,5.0
1293,481,4.0
1296,640,4.0
1299,640,5.0
1299,749,4.0
1301,640,3.0
1307,640,5.0
1307,748,5.0
1310,749,3.0
1316,1238,5.0
1318,841,3.0
1319,481,4.0
1320,748,5.0
1320,749,5.0
1328,369,2.0
1329,640,4.0
1331,841,5.0
1332,748,4.0
1333,640,4.0
1334,640,5.0
1335,673,4.0
1341,369,1.0
1342,640,5.0
1342,749,2.0
1342,841,5.0
1343,369,3.0
1345,841,4.0
1346,640,5.0
1356,640,5.0
1356,841,5.0
1358,369,2.0
1358,841,4.0
1359,748,4.0
1362,841,4.0
1364,369,3.0
1366,841,5.0
1367,640,4.0
1367,749,3.0
1368,640,5.0
1368,673,1.0
1373,673,4.0
1374,640,4.0
1374,673,2.0
1375,650,4.0
1377,640,4.0
1377,841,5.0
1384,673,4.0
1387,640,4.0
1391,841,5.0
1396,640,4.0
1398,640,4.0
1401,650,5.0
1403,640,5.0
1406,369,1.0
1407,640,5.0
1410,640,3.0
1416,640,5.0
1416,748,1.0
1416,749,3.0
1418,737,5.0
1420,841,5.0
1423,640,5.0
1428,640,4.0
1428,748,5.0
1433,673,3.0
1433,841,5.0
1436,888,3.0
1440,640,5.0
1441,640,5.0
1445,481,5.0
1446,841,5.0
1448,640,4.0
1448,841,5.0
1451,841,5.0
1452,737,3.0
1452,748,3.0
1452,824,3.0
1452,1166,3.5
1453,824,4.0
1456,640,3.0
1456,841,5.0
1459,640,4.0
1459,748,5.0
1459,749,5.0
1460,640,4.0
1471,824,4.0
1473,673,1.0
1474,640,5.0
1478,640,2.0
1478,824,3.0
1482,481,4.0
1482,737,3.0
1485,673,3.0
1486,640,5.0
1492,640,4.0
1493,640,3.0
1495,650,4.333333333333333
1497,481,5.0
1497,650,3.0
1497,749,4.0
1497,841,5.0
1501,841,5.0
1505,824,4.0
1508,369,4.0
1509,640,2.0
1509,748,3.0
1511,640,5.0
1511,748,5.0
1511,749,5.0
1511,824,5.0
1512,673,3.0
1521,640,5.0
1521,748,5.0
1524,841,4.0
1526,640,4.0
1529,369,4.0
1531,841,5.0
1533,640,5.0
1535,369,1.0
1536,640,4.0
1537,748,4.0
1537,841,4.0
1538,824,5.0
1539,640,4.0
1540,640,3.0
1540,748,2.0
1540,824,4.0
1545,640,5.0
1548,650,4.0
1555,640,5.0
1558,824,5.0
1561,369,5.0
1561,737,5.0
1564,640,5.0
1568,369,5.0
1568,824,4.0
1572,749,4.0
1573,640,5.0
1573,650,4.0
1573,673,4.0
1573,824,3.0
1578,737,3.0
1583,841,5.0
1586,650,4.0
1587,749,5.0
1588,640,5.0
1588,841,5.0
1589,640,1.0
1590,640,1.0
1594,841,5.0
1595,369,4.0
1595,824,4.0
1595,1297,3.0
1599,650,5.0
1608,749,3.0
1609,749,4.0
1609,824,5.0
1620,640,5.0
1620,748,3.0
1623,640,4.0
1625,369,3.0
1625,673,5.0
1625,824,4.0
1634,824,5.0
1636,888,4.0
1638,640,5.0
1638,673,5.0
1638,841,5.0
1639,841,5.0
1645,824,5.0
1646,640,4.0
1647,640,4.0
1649,640,4.0
1649,673,3.0
1649,748,5.0
1659,748,5.0
1661,841,3.0
1664,481,4.0
1665,481,5.0
1666,640,4.333333333333333
1666,737,5.0
1666,824,5.0
1667,673,3.0
1672,673,3.0
1676,369,4.0
1676,673,4.0
1676,737,4.5
1676,841,4.0
1678,640,5.0
1684,481,4.0
1684,640,4.0
1684,737,3.0
1689,481,5.0
1692,737,5.0
1697,640,4.0
1698,640,4.0
1698,737,5.0
1698,824,3.0
1700,640,5.0
1701,640,5.0
1701,749,5.0
1702,673,4.0
1707,640,4.0
1709,369,1.0
1709,640,1.0
1709,673,1.0
1709,748,5.0
1710,640,5.0
1711,369,3.0
1713,749,3.0
1715,841,4.0
1720,737,5.0
1720,749,1.0
1723,640,5.0
1724,369,4.0
1724,841,5.0
1725,841,4.0
1728,650,4.0
1729,640,4.5
1729,650,4.0
1729,673,3.0
1729,841,5.0
1737,640,5.0
1738,673,4.0
1747,640,5.0
1747,673,4.0
1748,640,4.0
1748,748,4.0
1748,824,1.0
1754,640,3.0
1754,748,1.0
1754,841,4.0
1755,369,4.0
1757,737,5.0
1757,748,5.0
1757,841,5.0
1760,640,5.0
1763,640,5.0
1766,748,4.0
1771,640,5.0
1780,673,4.0
1792,640,4.0
1798,737,4.0
1803,369,3.0
1810,640,5.0
1810,673,5.0
1810,748,4.0
1810,824,4.0
1813,640,1.0
1813,748,5.0
1817,369,3.0
1826,841,4.0
1827,481,5.0
1827,640,4.0
1827,748,4.0
1829,841,5.0
1830,748,5.0
1833,841,5.0
1835,481,5.0
1835,737,5.0
1839,737,4.0
1842,640,4.0
1844,737,5.0
1845,369,5.0
1845,640,5.0
1845,748,5.0
1845,841,5.0
1847,841,5.0
1850,369,3.0
1853,737,5.0
1867,640,4.0
1869,748,5.0
1871,640,5.0
1873,640,4.0
1873,748,5.0
1878,640,4.0
1878,748,4.0
1878,824,4.0
1879,640,4.0
1886,673,2.0
1888,640,5.0
1889,640,4.0
1891,640,5.0
1891,748,5.0
1891,824,5.0
1891,841,5.0
1896,369,5.0
1898,650,4.0
1900,640,5.0
1900,749,5.0
1900,824,2.0
1900,841,5.0
1905,841,5.0
1909,748,2.0
1914,640,4.0
1917,640,4.0
1920,640,5.0
1921,640,4.0
1928,841,5.0
1929,481,4.0
1932,748,5.0
1936,841,5.0
1940,841,5.0
1941,369,3.5
1941,481,3.0
1941,640,3.6666666666666665
1941,650,3.0
1941,737,3.0
1941,748,4.5
1941,841,4.833333333333333
1943,748,5.0
1945,640,4.0
1948,650,4.0
1948,673,5.0
1948,841,4.0
1952,640,5.0
1953,640,4.0
1953,748,5.0
1962,748,5.0
1963,841,4.0
1965,640,4.0
1968,650,4.0
1968,673,5.0
1972,369,5.0
1976,824,4.0
1986,640,3.0
1986,1238,4.0
1989,749,3.0
1989,841,5.0
1992,640,3.0
1992,650,2.0
1999,640,3.0
2002,650,3.0
2003,673,5.0
2003,737,4.0
2011,369,3.0
2011,650,5.0
2011,748,3.0
2012,824,5.0
2013,748,4.0
2014,481,5.0
2014,749,5.0
2016,369,5.0
2017,749,3.0
2022,640,4.0
2022,748,3.0
2024,650,4.0
2028,841,4.0
2029,650,5.0
2032,841,5.0
2033,640,4.0
2033,650,4.0
2035,481,4.0
2035,841,4.0
2039,640,4.0
2039,748,5.0
2039,749,4.0
2041,841,5.0
2046,640,5.0
2047,841,5.0
2049,640,5.0
2054,640,4.0
2054,673,5.0
2054,824,4.0
2055,640,5.0
2056,737,5.0
2056,748,4.0
2061,650,3.0
2061,748,4.0
2063,748,2.0
2066,640,5.0
2069,673,5.0
2071,640,4.0
2074,640,3.0
2082,369,4.0
2082,749,4.0
2086,650,3.0
2089,841,5.0
2094,640,5.0
2097,640,5.0
2097,749,4.0
2102,640,3.0
2105,640,5.0
2107,841,5.0
2108,640,4.5
2108,841,5.0
2110,650,5.0
2110,748,4.0
2113,824,1.0
2116,949,5.0
2118,369,4.0
2118,673,4.0
2119,748,4.0
2121,841,4.0
2125,640,4.0
2126,748,4.0
2129,748,5.0
2129,824,5.0
2130,841,5.0
2131,369,1.0
2131,650,4.0
2131,824,3.0
2138,650,3.0
2139,841,4.5
2149,640,4.0
2155,640,5.0
2155,737,5.0
2157,650,3.0
2158,650,3.0
2159,841,4.0
2163,640,5.0
2163,748,4.0
2163,824,4.0
2171,369,5.0
2179,673,5.0
2184,640,5.0
2197,737,5.0
2197,824,4.0
2198,640,2.0
2199,673,5.0
2206,640,4.0
2210,748,5.0
2212,369,5.0
2218,737,2.0
2218,841,5.0
2221,1171,2.6
2223,481,4.0
2227,748,4.0
2228,640,5.0
2228,673,5.0
2228,737,4.0
2236,824,5.0
2237,640,4.0
2240,640,5.0
2240,650,5.0
2243,673,5.0
2250,673,4.0
2251,640,5.0
2252,841,5.0
2253,737,4.0
2256,640,5.0
2256,650,5.0
2256,841,5.0
2259,640,4.0
2259,650,4.0
2259,748,5.0
2263,640,4.0
2263,748,4.0
2264,640,5.0
2267,640,5.0
2267,737,5.0
2268,650,5.0
2273,650,4.0
2277,640,4.0
2277,749,3.0
2277,841,5.0
2279,749,3.0
2281,640,5.0
2281,737,4.0
2283,748,5.0
2289,650,4.0
2294,673,4.0
2298,737,5.0
2298,749,5.0
2303,369,3.0
2303,640,4.0
2304,673,2.0
2304,737,5.0
2304,748,5.0
2307,640,4.0
2307,650,4.0
2308,748,5.0
2309,369,5.0
2317,640,5.0
2317,673,5.0
2318,640,5.0
2322,640,4.0
2324,369,4.0
2324,481,5.0
2324,640,4.0
2324,748,4.0
2326,824,5.0
2331,481,4.0
2336,369,3.0
2336,841,5.0
2338,824,5.0
2339,841,4.0
2347,841,5.0
2356,640,3.0
2356,737,4.0
2357,841,4.0
2358,737,5.0
2373,841,5.0
2374,748,5.0
2377,650,4.0
2379,841,5.0
2382,737,4.0
2384,640,5.0
2387,650,5.0
2389,640,5.0
2389,748,5.0
2390,640,5.0
2393,841,5.0
2395,481,5.0
2401,640,5.0
2405,748,5.0
2406,748,4.0
2414,749,3.0
2418,673,3.0
2422,640,4.0
2422,748,4.0
2422,841,5.0
2424,640,3.0
2425,650,5.0
2435,737,5.0
2436,824,5.0
2438,369,3.0
2438,481,5.0
2438,640,3.0
2438,673,3.0
2438,737,4.0
2438,748,3.0
2448,640,4.5
2448,841,5.0
2449,640,4.0
2449,748,5.0
2463,369,5.0
2476,749,4.0
2478,749,5.0
2480,640,4.0
2480,737,2.0
2481,673,3.0
2482,640,4.0
2485,737,5.0
2487,481,3.0
2487,841,5.0
2489,737,5.0
2491,841,4.0
2493,824,4.0
2494,640,4.166666666666667
2494,650,3.0
2494,748,3.0
2494,749,2.0
2498,640,5.0
2500,640,5.0
2500,737,5.0
2500,748,3.0
2503,640,4.5
2507,481,5.0
2510,748,5.0
2510,1297,5.0
2511,640,2.5
2511,650,5.0
2511,673,4.0
2512,640,4.0
2517,841,3.0
2517,1297,3.0
2518,824,5.0
2519,640,4.0
2519,749,4.0
2526,640,4.0
2526,748,3.0
2526,749,5.0
2532,748,4.0
2535,640,4.0
2538,748,1.0
2542,673,4.0
2542,841,5.0
2543,481,4.0
2547,640,5.0
2547,748,3.0
2552,640,1.0
2553,824,5.0
2565,824,5.0
2569,640,4.0
2570,640,1.0
2573,369,2.0
2579,640,5.0
2579,748,4.0
2580,369,4.0
2584,1238,4.0
2585,748,5.0
2586,888,5.0
2589,841,5.0
2595,640,5.0
2595,748,5.0
2598,650,3.0
2598,737,4.0
2603,748,5.0
2604,640,4.0
2607,650,4.0
2609,640,5.0
2613,640,5.0
2615,841,5.0
2616,640,5.0
2618,841,4.0
2621,748,5.0
2623,640,3.0
2624,824,5.0
2626,640,4.0
2634,481,3.0
2634,640,5.0
2634,748,4.0
2636,650,5.0
2637,673,2.0
2639,824,5.0
2642,640,5.0
2642,1297,3.0
2644,673,5.0
2646,640,5.0
2646,748,5.0
2648,920,5.0
2650,748,5.0
2658,640,5.0
2666,369,3.0
2666,748,5.0
2666,824,4.0
2667,748,4.0
2674,640,5.0
2674,749,3.0
2675,841,5.0
2677,640,3.0
2677,749,4.5
2678,640,4.0
2685,369,3.0
2688,650,4.0
2688,748,5.0
2689,824,5.0
2691,640,5.0
2692,650,4.0
2694,481,4.0
2698,640,5.0
2698,748,2.0
2699,369,4.0
2699,737,4.0
2699,824,4.0
2700,640,4.0
2700,841,5.0
2705,369,5.0
2705,841,5.0
2707,369,4.0
2713,640,5.0
2718,673,5.0
2721,640,5.0
2722,640,5.0
2723,841,5.0
2725,737,5.0
2726,481,5.0
2733,841,4.0
2734,640,5.0
2741,640,4.0
2745,737,4.0
2745,748,4.0
2745,824,5.0
2749,369,1.0
2749,640,4.0
2749,824,5.0
2751,650,5.0
2753,841,5.0
2756,640,3.0
2761,640,4.0
2764,1297,2.0
2776,841,5.0
2779,673,5.0
2784,369,4.0
2784,841,5.0
2787,673,5.0
2790,673,4.0
2794,824,5.0
2797,673,4.0
2800,841,5.0
2808,640,5.0
2808,748,4.0
2808,841,5.0
2815,640,4.0
2815,749,4.0
2817,841,5.0
2823,640,4.0
2823,748,3.0
2829,640,4.0
2831,673,5.0
2833,650,5.0
2834,640,5.0
2834,841,5.0
2846,369,3.0
2846,640,5.0
2854,737,4.0
2854,824,4.0
2854,841,5.0
2856,640,5.0
2856,749,5.0
2858,824,4.0
2859,640,4.0
2859,824,2.0
2868,640,3.5
2868,737,4.333333333333333
2868,748,5.0
2868,749,4.0
2868,824,4.0
2870,640,4.0
2872,369,2.0
2872,640,5.0
2872,737,5.0
2872,824,5.0
2876,640,4.0
2878,748,5.0
2881,481,3.0
2881,640,2.0
2893,640,5.0
2896,640,4.0
2896,673,4.0
2897,673,3.0
2897,841,5.0
2903,737,5.0
2907,369,2.0
2907,640,5.0
2909,640,5.0
2909,673,1.0
2923,841,4.0
2928,640,4.0
2928,748,4.0
2928,749,3.0
2929,640,5.0
2930,650,4.0
2931,640,5.0
2933,824,4.0
2937,640,3.0
2937,748,3.0
2938,888,5.0
2939,650,4.0
2940,640,3.0
2949,640,4.0
2949,748,3.0
2957,640,5.0
2957,650,5.0
2958,673,5.0
2960,369,3.5
2960,481,5.0
2960,737,5.0
2962,824,5.0
2964,841,5.0
2966,640,5.0
2967,640,4.0
2970,369,5.0
2970,841,5.0
2973,1166,3.6
2975,640,4.0
2976,650,5.0
2979,640,5.0
2984,640,5.0
2984,841,5.0
2985,673,5.0
2988,737,4.0
2990,640,5.0
2993,481,4.0
2996,640,5.0
2997,737,5.0
2998,369,4.0
2998,640,5.0
2998,841,5.0
2999,640,4.0
2999,749,4.0
3000,640,5.0
3003,481,3.0
3004,841,3.0
3010,748,4.0
3010,841,5.0
3011,650,4.0
3011,841,5.0
3012,841,5.0
3018,841,5.0
3020,748,4.0
3025,640,5.0
3027,748,1.0
3033,824,5.0
3034,841,5.0
3035,481,1.0
3035,640,4.0
3035,650,4.0
3035,673,3.0
3035,748,4.0
3038,640,4.0
3040,824,1.0
3042,640,4.0
3043,841,4.0
3048,673,1.0
3049,748,3.0
3049,824,4.0
3056,640,4.0
3061,748,5.0
3062,673,5.0
3062,824,2.0
3064,748,3.0
3067,640,5.0
3070,824,4.0
3071,749,4.0
3074,481,5.0
3077,841,5.0
3080,640,4.0
3080,841,4.0
3082,841,5.0
3088,640,5.0
3088,749,4.0
3089,841,5.0
3093,640,4.0
3100,749,4.0
3101,841,3.0
3106,841,5.0
3107,650,5.0
3108,824,5.0
3108,888,5.0
3108,1166,3.0
3111,369,5.0
3111,650,5.0
3111,748,4.0
3117,650,4.0
3127,673,4.0
3134,888,4.0
3136,841,5.0
3142,640,5.0
3143,737,1.0
3146,640,5.0
3146,748,3.0
3147,369,4.0
3148,673,3.0
3150,640,3.0
3150,748,4.0
3150,749,4.0
3158,481,5.0
3159,481,4.0
3161,841,5.0
3163,841,5.0
3164,888,5.0
3165,369,1.0
3165,1225,3.0
3170,640,5.0
3174,369,4.0
3181,673,5.0
3182,841,5.0
3183,369,3.0
3185,748,4.0
3190,640,4.0
3190,650,2.0
3190,748,4.0
3191,640,2.5
3191,737,3.0
3191,748,4.0
3191,824,4.0
3191,841,5.0
3198,841,5.0
3199,748,3.0
3200,481,5.0
3200,640,5.0
3200,737,5.0
3200,748,5.0
3200,749,5.0
3200,824,5.0
3202,640,4.0
3205,640,4.5
3208,824,5.0
3218,640,3.0
3218,1297,3.0
3219,841,5.0
3222,369,4.0
3222,640,3.0
3222,673,4.0
3222,748,5.0
3222,841,5.0
3235,650,5.0
3236,748,3.0
3237,640,5.0
3237,650,4.0
3238,640,4.0
3238,748,4.0
3247,640,4.0
3249,369,5.0
3249,841,5.0
3251,481,5.0
3252,673,4.0
3254,650,2.0
3254,749,3.0
3255,841,4.0
3259,369,2.0
3260,640,4.0
3260,841,5.0
3265,841,5.0
3270,650,4.0
3272,673,4.0
3275,841,3.0
3282,650,4.0
3282,737,5.0
3283,481,5.0
3296,841,5.0
3304,748,5.0
3304,841,4.0
3307,640,5.0
3310,640,4.5
3315,640,4.0
3319,369,5.0
3320,640,5.0
3322,640,4.0
3326,369,1.0
3326,841,3.0
3327,748,4.0
3328,369,4.0
3328,481,5.0
3328,650,5.0
3329,640,5.0
3329,841,5.0
3332,748,2.0
3334,369,3.0
3339,640,4.0
3339,650,4.0
3339,673,4.0
3339,748,4.0
3339,824,5.0
3339,841,4.0
3341,640,4.0
3342,369,3.0
3342,1297,5.0
3345,650,3.0
3348,841,4.0
3353,640,5.0
3353,749,5.0
3358,737,3.0
3361,841,5.0
3362,824,5.0
3363,748,4.0
3367,481,4.0
3367,748,4.0
3368,824,5.0
3369,481,5.0
3373,737,4.0
3374,640,3.0
3376,841,5.0
3378,748,5.0
3384,673,3.0
3386,640,4.0
3386,673,3.0
